Vendor,Category,SubCategory,Contract,City,State,Phone,Email,URL,Small_Business
"SCIENTIFIC SALES, INC.",Industrial Products and Services,Hardware and Tools,GS-07F-038DA,OAK RIDGE,TN,800-229-7252,awhite@scisale.com,https://www.scisale.com,s
SHELBY DISTRIBUTIONS INC.,Industrial Products and Services,Hardware and Tools,47QSEA20D000W,EL PASO,TX,915-590-3050,CustomerService@shelbydistributions.com,http://www.shelbydistributions.com,s
"SHEPHERD ELECTRIC COMPANY, LLC",Industrial Products and Services,Hardware and Tools,47QSMS25D004T,ROSEDALE,MD,8002531777,shepherd-gsa@shepherdelec.com,http://www.shepherdelec.com,
SKM INDUSTRIES INC.,Industrial Products and Services,Hardware and Tools,47QSEA19D00C4,LAKE SAINT LOUIS,MO,7273609858,eposeal@eposeal.com,http://skmproducts.com,s
"SOUTHCO & ASSOC., INC.",Industrial Products and Services,Hardware and Tools,47QSMA23D08NY,GAINESVILLE,GA,(678) 696-8887,sales@southcosupply.com,https://southcosupply.com,s
SPECIALIZED PRODUCTS COMPANY,Industrial Products and Services,Hardware and Tools,47QSHA19D0001,FLOWER MOUND,TX,800-866-5353,slynes@specialized.net,https://www.specialized.net/,s
SPS INDUSTRIAL INC,Industrial Products and Services,Hardware and Tools,47QSMS24D005B,STUART,FL,321251-8156,GSASales@spsindustrial.com,http://www.spsindustrial.com,s
STATE INDUSTRIAL PRODUCTS CORP,Industrial Products and Services,Hardware and Tools,47QSHA20D0039,MAYFIELD HEIGHTS,OH,800-782-2436,bwamser@stateindustrial.com,http://www.stateindustrial.com,
STROHMAN ENTERPRISE INC,Industrial Products and Services,Hardware and Tools,47QSWA20D006G,MECHANICSVILLE,VA,8044773578,joe@strohman.com,http://strohmanenterprise.com,s
SUPPLIES NOW INC,Industrial Products and Services,Hardware and Tools,47QSEA23D0044,GREENACRES,FL,888-750-5223,jcheatham@suppliesnow.com,http://www.suppliesnowgsa.com/,s
SUPPLYCORE LLC,Industrial Products and Services,Hardware and Tools,47QSHA21D0004,ROCKFORD,IL,815-997-1667,Nate.Johnson@supplycore.com,http://www.SUPPLYCORE.COM,s
"SUPPLYFORCE.COM, LLC",Industrial Products and Services,Hardware and Tools,GS-21F-0117W,KING OF PRUSSIA,PA,5616449830,psmolchek@supplyforce.com,http://www.supplyforce.com,s
THE BALTIMORE AUTO SUPPLY COMPANY,Industrial Products and Services,Hardware and Tools,47QSHA23D000J,HALETHORPE,MD,4109161718,sherryberlin@baltimoreauto.net,http://www.baltimoreauto.net,s
"THE JAHNDA GROUP, LLC",Industrial Products and Services,Hardware and Tools,47QSHA21D000A,LAKE FOREST,CA,800 815-2916,krimesh.shah@jahnda.com,https://www.jahnda.com,s
TRAINING CENTER PROS INC,Industrial Products and Services,Hardware and Tools,GS-07F-148GA,FRANKLIN,TN,629-250-2293,jacquelyn@eod-gear.com,http://www.eod-gear.com,s
TVI SUPPLY LLC,Industrial Products and Services,Hardware and Tools,GS-21F-0015W,WARREN,MI,586-563-1310,govsales@tvisupply.com,http://www.TVISupply.com,s
UNITED COMMERCIAL SUPPLY LLC,Industrial Products and Services,Hardware and Tools,GS-21F-0041U,SOUTH PARK,PA,412-835-2690,sales@ucs-supply.com,http://www.ucs-supply.com,s
UNITED OFFICE SOLUTIONS INC,Industrial Products and Services,Hardware and Tools,47QSMS24D000M,MINNEAPOLIS,MN,952-401-3268,sales@mnuos.com,http://www.itemsrus.com,s
URTH SUPPLY INC,Industrial Products and Services,Hardware and Tools,47QSMS24D00BN,CARMEL,IN,3176601455,sales@urthsupply.com,https://www.urthsupply.com/,s
VENERGY GROUP LLC,Industrial Products and Services,Hardware and Tools,GS-21F-054BA,FORT PIERCE,FL,561-906-6026,gsa@venergygroup.com,https://venergygroup.com/,s
"VERATICS, INC.",Industrial Products and Services,Hardware and Tools,GS-35F-301GA,MELBOURNE BEACH,FL,321-432-2320,info@veratics.com,www.veratics.com,s
VETERANS BUSINESS SUPPLY INC,Industrial Products and Services,Hardware and Tools,47QSEA21D003G,TEWKSBURY,MA,781-797-0027,federalsales@vbs.vet,http://www.vbs.vet,s
VSS LOGISTICS LLC,Industrial Products and Services,Hardware and Tools,GS-21F-0018U,HARDEEVILLE,SC,912-233-1451,annie.satterfield@vsslogistics.com,https://vsslogistics.com/,s
"W.W. GRAINGER, INC.",Industrial Products and Services,Hardware and Tools,47QSHA18D000G,LAKE FOREST,IL,8004688326,GDC@grainger.com,http://www.grainger.com,
WECSYS LLC,Industrial Products and Services,Hardware and Tools,47QSEA19D00C9,BROOKLYN PARK,MN,763-504-1069,Customerservice@wecsysllc.com,http://www.wecsysllc.com,s
"WHITE CAP, L.P.",Industrial Products and Services,Hardware and Tools,47QSHA24D0006,DORAVILLE,GA,866-216-3050,rye.dugosh@whitecap.com,http://whitecap.com,
WINZER CORPORATION,Industrial Products and Services,Hardware and Tools,47QSMS25D00C7,PLANO,TX,800-527-4126,denise.mckenna@winzerusa.com,https://www.winzer.com,s
"WRIGHT TOOL COMPANY, LLC",Industrial Products and Services,Hardware and Tools,GS-21F-0106Y,WARREN,MI,2486436666,Gmoore@wrighttoolcompany.com,http://www.wrighttoolcompany.com,s
WURTH U.S.A. INC,Industrial Products and Services,Hardware and Tools,GS-06F-0052S,RAMSEY,NJ,201-825-2710,samantha.martino@wurthusa.com,http://www.wurthusa.com,
"XY-SYSTEMS, INC.",Industrial Products and Services,Hardware and Tools,47QSEA21D0070,LOS ANGELES,CA,310477-3300,Frank.s@xysystems.com,http://www.completeofficesupplies.com,s
"INFLATABLE 2000, INC.",Industrial Products and Services,Hardware and Tools,GS-03F-0045U,AZUSA,CA,626-969-7780,STACY@i2kco.COM,http://WWW.I2KPLAY.COM,s
RICHARDS SUPPLY COMPANY,Industrial Products and Services,Hardware and Tools,47QSMS25D00BE,WACO,TX,(817)551-7800,ericw@richardssupply.com,http://www.richardssupply.com,s
UNIVERSAL SPARTAN LLC,Industrial Products and Services,Hardware and Tools,47QSWA20D000X,VINE GROVE,KY,2705012210,contracts@universalspartan.com,http://www.universalspartan.com,s
BEST PLUMBING SPECIALTIES INC,Industrial Products and Services,Industrial Products,47QSMS24D008R,MYERSVILLE,MD,800-448-6710,MMAHER@BESTPLUMBINGONLINE.COM,https://www.bestplumbingspecialties.com/,s
CREST GOOD MANUFACTURING CO INC,Industrial Products and Services,Industrial Products,GS-07F-9652S,SYOSSET,NY,516-921-7260,Philg@crestgood.com,http://crestgood.com,s
"EVENFLO PLUMBING, LLC",Industrial Products and Services,Industrial Products,47QSMS24D0055,PHILOMATH,OR,541-760-0607,lisa@evenfloplumbing.com,http://www.evenfloplumbing.com,s
"EXCEL DRYER, INC.",Industrial Products and Services,Industrial Products,GS-07F-0017T,EAST LONGMEADOW,MA,413-525-4231,sales@exceldryer.com,http://www.exceldryer.com,s
FLOW-RIGHT PLUMBING & HEATING CORP.,Industrial Products and Services,Industrial Products,47QSMS25D003E,STATEN ISLAND,NY,7185241020,rich@flowrightcorp.com,http://www.flowrightcorp.com,s
GASPARINI JOHN W INC,Industrial Products and Services,Industrial Products,GS-07F-0342U,FORT WORTH,TX,817-710-2264,j.brallier@markspp.com,http://www.markspp.com,s
LIFTSEAT CORP,Industrial Products and Services,Industrial Products,GS-07F-0453V,OAK BROOK,IL,(630) 424-2840,jnelson@liftseat.com,https://WWW.LIFTSEAT.COM,s
MASTER BUILDING SPECIALTIES INC,Industrial Products and Services,Industrial Products,GS-07F-0339T,ONTARIO,CA,909-393-0186,lori@masterbuilding.com,http://WWW.MASTERBUILDING.NET,s
MEGA SUPPLY STORE LLC,Industrial Products and Services,Industrial Products,47QSWA22D0065,BENSALEM,PA,2678254385,tanya@megasupplystore.com,http://www.megasupplypro.com,s
TOTAL MAINTENANCE SOLUTIONS SOUTH INC,Industrial Products and Services,Industrial Products,47QSWA18D0063,TAYLORS,SC,800-392-5066,travis@tmssouth.com,HTTP://WWW.SHOPTMSSOUTH.COM,s
"AUTOMOTIVE ARMOR MANUFACTURING, INC.",Security and Protection,Protective Equipment,GS-07F-062DA,PALMETTO,FL,941-721-3335,jeff@auto-armor.com,http://www.auto-armor.com,s
INDUSTRIAL STRENGTH INDUSTRIES LLC,Security and Protection,Protective Equipment,47QSHA19D0053,OYSTER BAY,NY,516-413-2251,ara@industrialstrengthsupply.com,http://www.industrialstrengthsupply.com,s
"ALLCOM GLOBAL SERVICES, INC.",Industrial Products and Services,Industrial Products,47QSWA19D004F,LAKE SAINT LOUIS,MO,703-340-8518,sslagor@allcomgs.com,https://www.allcomgs.com,
"BLACK BOX SAFETY, INC",Industrial Products and Services,Industrial Products,47QSWA23D000Y,EL CAJON,CA,6194997943,contracts@blackboxsafety.com,https://blackboxsafety.com/,s
BLACK RHINO RECYCLING INC,Industrial Products and Services,Industrial Products,GS-07F-0333X,CLAIRTON,PA,800-974-4669,KEITH@BLACKRHINOPRODUCTS.COM,http://WWW.BLACKRHINOPRODUCTS.COM,s
CAPITAL LIGHTING & SUPPLY LLC,Industrial Products and Services,Industrial Products,47QSWA22D0006,UPPER MARLBORO,MD,301-988-0417,kim.palmer@capitalelectricsupply.com,http://capitalelectricsupply.com,
CARNEGIE FABRICS LLC,Industrial Products and Services,Industrial Products,47QSWA21D0022,ROCKVILLE CENTRE,NY,828-320-1176,rteague@carnegiefabrics.com,http://carnegiefabrics.com/,s
"CAROLINA PREMIER WINDOW FILMS, INC.",Industrial Products and Services,Industrial Products,47QSMS26D001Z,ROCK HILL,SC,980-428-0619,admin@cpwindowfilms.com,https://www.cpwindowfilms.com/,s
"CENTRAL TEXAS COMMERCIAL AIR CONDITIONING AND HEATING, INC.",Industrial Products and Services,Industrial Products,GS-07F-0281X,AUSTIN,TX,512-288-0822,reverett@ctcair.com,http://www.ctcair.com,s
CHAE AND NAM UNIVERSE INC.,Industrial Products and Services,Industrial Products,47QSMS24D000N,NATIONAL CITY,CA,6194743006,blink@cnnuniverse.com,http://www.cnnuniverse.com,s
"CMOUTS, LLC",Industrial Products and Services,Industrial Products,GS-07F-0263W,SONOMA,CA,9492906236,wjardine@cmouts.com,http://www.comuts.com,s
CONTINENTAL FLOORING CO,Industrial Products and Services,Industrial Products,GS-03F-001BA,SCOTTSDALE,AZ,(800) 825-1221,krensmeyer@continentalflooring.com,https://www.continentalflooring.com,s
GANAHL LUMBER COMPANY,Industrial Products and Services,Industrial Products,GS-07F-0133U,ANAHEIM,CA,714-239-2289,johnlopez@ganahl.com,http://www.ganahl.com,
"GEOSTABILIZATION INTERNATIONAL, LLC",Industrial Products and Services,Industrial Products,GS-07F-0033V,BROOMFIELD,CO,403-816-8374,brian.johnson@gsi.us,http://www.geostabilization.com,s
"INTERNATIONAL ENERGY SAVERS OF CENTRAL FLORIDA, INC.",Industrial Products and Services,Industrial Products,47QSWA22D0023,OCALA,FL,3522450833,info@ieswindowfilms.com,http://IESWINDOWFILMS.COM,s
"KELLY & HAYES ELECTRICAL SUPPLY OF L.I., INC.",Industrial Products and Services,Industrial Products,47QSWA23D009V,NESCONSET,NY,6314673939,gsa@kellyhayes.com,http://www.kellyhayes.com,s
"M-D BUILDING PRODUCTS, INC.",Industrial Products and Services,Industrial Products,47QSWA23D0085,OKLAHOMA CITY,OK,800-654-8454,toby.thomas@mdteam.com,http://www.mdteam.com,
MASTER LOCK COMPANY LLC,Industrial Products and Services,Industrial Products,47QSWA21D006Q,OAK CREEK,WI,414-376-0265,jrusteberg@mlock.com,http://masterlock.com,
"PROGRESSIVE HARDWARE CO., INC.",Industrial Products and Services,Industrial Products,47QSWA19D0068,EAST NORTHPORT,NY,(631) 757-8866,bill@progressive-hardware.com,https://www.progressive-hardware.com,s
SAFETY RAIL COMPANY LLC,Industrial Products and Services,Industrial Products,47QSWA23D008D,SPRING PARK,MN,612-254-6645,john.capretz@safetyrailcompany.com,http://www.safetyrailcompany.com,s
"STEINCO INDUSTRIAL SOLUTIONS, INC.",Industrial Products and Services,Industrial Products,47QSMS24D008D,ASHLAND,OH,419-606-8512,john@steincoindustrial.com,http://www.steincoindustrial.com,s
"STERILIZ, LLC",Industrial Products and Services,Industrial Products,GS-07F-193BA,PENFIELD,NY,5854696188,steve@steriliz.us,http://www.rduvc.com,s
TAPESOUTH INC,Industrial Products and Services,Industrial Products,GS-07F-0480T,GAINESVILLE,FL,904-642-1800,missy@tapesouth.com,http://www.tapesouth.com,s
TECTA AMERICA CORP,Industrial Products and Services,Industrial Products,GS-07F-0405U,ROSEMONT,IL,4109053669,jphillips@tectaamerica.com,http://www.tectaamerica.com,
TURTLE & HUGHES INC,Industrial Products and Services,Industrial Products,47QSWA22D0072,CLARK,NJ,(732) 574-3600,gsaorders@turtle.com,http://www.turtle.com,
"VAPROSHIELD, LLC",Industrial Products and Services,Industrial Products,47QSWA23D006N,GIG HARBOR,WA,253-649-4763,carries@vaproshield.com,http://vaproshield.com/,s
WOOSTER PRODUCTS INC,Industrial Products and Services,Industrial Products,GS-07F-0126V,WOOSTER,OH,330-264-2844,erin@wooster-products.com,http://www.wooster-products.com,s
ACME ENVIRONMENTAL INC,Industrial Products and Services,Industrial Products,47QSWA21D0062,TULSA,OK,8555632666,LOGAN@ACMEBOOM.COM,http://WWW.ACMEBOOM.COM,s
"ADVANCED NETWORK CONSULTING, INC.",Industrial Products and Services,Industrial Products,47QTCA21D009P,WASHINGTON,DC,202-434-8766,htrinh@ancsweb.com,http://www.ancsweb.com,s
"ARGONAUT INFLATABLE RESEARCH AND ENGINEERING, INC.",Industrial Products and Services,Industrial Products,47QSMS24D00B2,MERIDIAN,ID,(208)888-1772,Industrialproducts@aire.com,https://www.aireenvironmental.com/,s
"BASIC CONCEPTS, INCORPORATED",Industrial Products and Services,Industrial Products,GS-07F-069GA,ANDERSON,SC,480-340-4930,sclayton@basicconcepts.com,http://www.basicconcepts.com,
CONTAINMENT CORPORATION,Industrial Products and Services,Industrial Products,GS-07F-0092T,TEMECULA,CA,800 235-7421,john@containmentcorp.com,http://www.containmentcorp.com,s
"JOHN M. ELLSWORTH CO., INC.",Industrial Products and Services,Industrial Products,GS-07F-0207Y,MILWAUKEE,WI,4147169440,dpepin@jmesales.com,http://www.jmesales.com,s
"FABRICATED METALS HOLDINGS, LLC",Security and Protection,Protective Equipment,47QSMA22D08P7,LOUISVILLE,KY,800-880-2625,cs@strong-hold.com,https://www.strong-hold.com,s
LOCKERS MANUFACTURING LLC,Security and Protection,Protective Equipment,47QSMS24D00AR,BATESVILLE,MS,(901)467-0161,cole@dunham3.com,http://lockersmfg.com,s
"AMERICAN MATERIAL HANDLING, INC.",Industrial Products and Services,Hardware and Tools,47QMCA18D000G,WATKINSVILLE,GA,770-381-8436,GSA@AMH-EQ.COM,http://www.amh-eq.com,s
"AMIGO IMPLEMENT COMPANY, INC.",Industrial Products and Services,Hardware and Tools,47QSHA18D000V,EDINBURG,TX,(956) 383-6289,jp@amigopowerequip.com,http://amigopowerequip.com,s
ARIENS CO,Industrial Products and Services,Hardware and Tools,GS-21F-0080V,BRILLION,WI,920-756-4665,twalimaa@ariensco.com,http://www.ariensco.com/,s
CAPITAL TRACTOR INC,Industrial Products and Services,Hardware and Tools,47QMCA20D004S,MONTGOMERY,AL,256-223-2621,smartin@capitaltractor.com,http://www.capitaltractor.com,s
COLEMAN EQUIPMENT INC,Industrial Products and Services,Hardware and Tools,47QSHA20D001E,SHAWNEE,KS,9134223040,JASON@COLEMANEQUIP.COM,http://WWW.COLEMANEQUIP.COM,s
DEERE & COMPANY,Industrial Products and Services,Hardware and Tools,GS-30F-0007T,CARY,NC,540-678-1234,info@fedpromgmt.com,http://www.JohnDeere.com,
"EARLE KINLAW & ASSOCIATES, INC.",Industrial Products and Services,Hardware and Tools,GS-07F-085CA,MONROE,GA,770-498-9316,cindy@EKAsales.com,http://www.EKAsales.com,s
"EXCEL INDUSTRIES, INC",Industrial Products and Services,Hardware and Tools,GS-21F-040CA,HESSTON,KS,330-558-3528,jennifer.kucera@sbdinc.com,http://www.hustlerturf.com,
"GAITHERSBURG FARMERS SUPPLY, INC.",Industrial Products and Services,Hardware and Tools,47QSMA20D08NA,GAITHERSBURG,MD,(301)670-9300,rich@rippeonequipment.com,http://www.rippeonequipment.com,s
"GATORLAND KUBOTA EQUIPMENT COMPANY, INC.",Industrial Products and Services,Hardware and Tools,GS-21F-111AA,GAINESVILLE,FL,352-376-4506,GSA@gatorlandkubota.com,http://www.gatorlandkubota.com,s
"GLOBAL ENTERPRISE, INC",Industrial Products and Services,Hardware and Tools,GS-30F-040BA,APPOMATTOX,VA,703-624-1206,gsasupport@fedharmony.com,http://www.fedharmony.com,s
HUNTSVILLE TRACTOR & EQUIPMENT INC,Industrial Products and Services,Hardware and Tools,GS-03F-033AA,HUNTSVILLE,AL,256-837-6767,brett@huntsvilletractor.com,http://WWW.HUNTSVILLETRACTOR.COM,s
"LOFTNESS SPECIALIZED FARM EQUIPMENT, INC.",Industrial Products and Services,Hardware and Tools,47QMCA12D0001,HECTOR,MN,320-848-6274,jsouth@loftness.com,http://www.loftness.com,s
METALCRAFT OF MAYVILLE INC,Industrial Products and Services,Hardware and Tools,47QSHA22D002A,MAYVILLE,WI,920-319-2611,moldenburg@mtlcraft.com,http://www.mtlcraft.com,s
MONTEL INC,Industrial Products and Services,Hardware and Tools,47QSMS24D00B7,MONTMAGNY,QC,418-248-0235,faubert@montel.com,http://www.montel.com,
"NASSANEY COMPANY, LLC",Industrial Products and Services,Hardware and Tools,47QSMA21D08P1,ALTUS,OK,580-477-1500,ghnassaney@aol.com,http://www.altusmotorsports.com,s
SAN ANGELO CROSS TEXAS SUPPLY LLC,Industrial Products and Services,Hardware and Tools,GS-21F-025DA,SAN ANGELO,TX,325-651-1408,bjd@crosstexassupply.com,http://www.crosstexassupply.com,s
"TEXTRON, INC",Industrial Products and Services,Hardware and Tools,GS-03F-066DA,AUGUSTA,GA,706-205-8720,tsvlegaldepartment@textron.com,http://www.ezgo.com,
TORO COMPANY (THE),Industrial Products and Services,Hardware and Tools,47QSMS25D000U,BLOOMINGTON,MN,5076492104,brooke.carey@toro.com,http://www.toro.com,
W & S SUPPLY CO INC,Industrial Products and Services,Hardware and Tools,GS-21F-014DA,ELMWOOD PARK,NJ,201-773-9451,steve@wssupplyco.com,http://www.elizabethindustrial.com,s
WALKING POINT FARMS LLC,Industrial Products and Services,Hardware and Tools,GS-21F-0123Y,SHERWOOD,OR,866-888-5932,william@walkingpointfarms.com,http://www.walkingpointfarms.com,s
"ZIMMER TRACTOR, INC.",Industrial Products and Services,Hardware and Tools,GS-30F-021GA,BROOKVILLE,IN,765-647-2641,dwzimmer@zimmertractor.com,http://www.zimmertractor.com,s
"AIR BURNERS, INC.",Industrial Products and Services,Industrial Products,47QMCA20D004T,PALM CITY,FL,772-220-7303,nfuhrmann@airburners.com,http://WWW.AIRBURNERS.COM,s
"BAGELA USA, LLC",Industrial Products and Services,Industrial Products,GS-30F-001BA,SHELTON,CT,2039440525,lscott@bagelausa.com,http://www.bagelausa.com,s
CATERPILLAR INC,Industrial Products and Services,Industrial Products,GS-30F-0018U,IRVING,TX,224-551-4019,taylor.huntsman@cat.com,http://www.cat.com,
CENTRAL TRUCK CENTER INC,Industrial Products and Services,Industrial Products,GS-30F-0045V,DUNDALK,MD,(800) 492-0709,Mtolentino@allroadstrucks.com,https://www.allroadstrucks.com/,s
"H. BARBER & SONS, INC.",Industrial Products and Services,Industrial Products,GS-30F-0038V,NAUGATUCK,CT,203-729-9000,jpb@hbarber.com,http://www.hbarber.com,s
"MARYLAND INDUSTRIAL TRUCKS, INCORPORATED",Industrial Products and Services,Industrial Products,47QMCA18D000E,LINTHICUM HEIGHTS,MD,443-386-5590,trockstroh@mdindustrialtrucks.com,http://www.mdindustrialtrucks.com,s
POLYTRON CORP,Industrial Products and Services,Industrial Products,47QSMS24D0033,HOLLISTER,CA,408-683-2660,gsa@polytroncorp.com,http://www.polytroncorp.com/,s
RENOVA INDUSTRIES LLC,Industrial Products and Services,Industrial Products,47QMCA19D000E,CHARLOTTE,NC,704-643-6300,vbaumrind@renovaindustries.com,http://www.renovaindustries.com,s
STEWART-AMOS EQUIPMENT CO,Industrial Products and Services,Industrial Products,GS-30F-021AA,HARRISBURG,PA,7176485147,fchulick@stewart-amos.com,http://www.stewartamoseqpt.com,s
TRIVERUS LLC,Industrial Products and Services,Industrial Products,47QMCA18D000Q,PALMER,AK,866 6707117,arice@triverus.com,http://www.triverus.com,s
FARGO ADDITIVE MANUFACTURING EQUIPMENT 3D LLC,Office Management,Printing and Photographic Equipment,47QSMA22D08NT,FARGO,ND,701-809-0800,jolhoft@lulzbot.com,http://lulzbot.com/,s
"GRAY MANUFACTURING COMPANY, INC",Transportation and Logistics Services,Motor Vehicles (non-Combat),47QSMS25D0023,SAINT JOSEPH,MO,816-233-6121,acline-shelton@grayusa.com,http://www.grayusa.com,s
"ABATEMENT TECHNOLOGIES, INC.",Industrial Products and Services,Industrial Products,GS-07F-0541T,SUWANEE,GA,800-634-9091,gsa@abatement.com,http://www.abatement.com/,s
"ACCUAIR, INC.",Industrial Products and Services,Industrial Products,GS-07F-0487Y,ORLANDO,FL,3213772615,greg@accuaironline.com,http://www.accuaironline.com,s
ADDON SERVICES LLC,Industrial Products and Services,Industrial Products,47QRAA20D0073,WARREN,MI,717-919-0957,Candi.Plank@addonservicesllc.com,http://www.addonservicesllc.com,s
"ALLIED SUPPLY COMPANY, INC.",Industrial Products and Services,Industrial Products,GS-07F-0484V,DAYTON,OH,937-396-2022,brendad@alliedsupply.com,http://www.alliedsupply.com,s
ALPINE POWER SYSTEMS INC,Industrial Products and Services,Industrial Products,GS-07F-0540U,REDFORD,MI,(313) 531-6600,dprahl@alpinepowersystems.com,http://www.alpinepowersystems.com/,s
"BARNES & JONES, LLC",Industrial Products and Services,Industrial Products,47QSWA22D00AA,RANDOLPH,MA,781-963-8000,lproc@barnesandjones.com,http://www.barnesandjones.com,s
BREEWORLD LLC,Industrial Products and Services,Industrial Products,47QSMS24D000J,HUMBLE,TX,703-655-2297,aubreyweekes@gmail.com,https://breeworld.com,s
CALIFORNIA INDUSTRIAL REFRIGERATION MACHINES INC,Industrial Products and Services,Industrial Products,47QSMS24D00B8,EASTVALE,CA,951-361-0040,RG@caindustrial.com,http://www.caindustrial.com,s
CARBONTEC WORLDWIDE LLC,Industrial Products and Services,Industrial Products,47QSWA23D003X,HALLANDALE,FL,6464084635,stan@carbontec.world,https://carbontec.world/,s
"CD MECHANICAL, INC.",Industrial Products and Services,Industrial Products,47QSMS25D004Y,PUEBLO,CO,719-240-4930,beth@firstchoicedryingequipment.com,http://www.firstchoicedryingequipment.com/,s
CLAFLIN SERVICE COMPANY,Industrial Products and Services,Industrial Products,47QSWA21D004H,WARWICK,RI,(401) 269-1655,bcharron@cmecorp.com,http://www.cmecorp.com,
"COIL WINDING SPECIALIST, INC.",Industrial Products and Services,Industrial Products,GS-07F-105GA,ORANGE,CA,714-279-9010,ken@coilws.com,http://www.coilws.com,s
CPS SOLUTIONS LLC,Industrial Products and Services,Industrial Products,47QMCA23D0003,SALADO,TX,2198619961,cpsolutions3@mail.com,https://www.cpssolutionsllc.net,s
"D. W. EVANS ELECTRIC, INC.",Industrial Products and Services,Industrial Products,47QSMS24D008S,DURHAM,NC,9197873989,info@certek-usa.com,http://www.certek-usa.com,s
"DANTHERM COOLING, INC.",Industrial Products and Services,Industrial Products,47QSMS26D000S,SPARTANBURG,SC,864-364-7402,RPatterson@DanthermCooling.com,https://DanthermCooling.com,s
"ENGINUITY POWER SYSTEMS, INC.",Industrial Products and Services,Industrial Products,47QSMS26D0016,ALEXANDRIA,VA,317-292-8492,kelly@enginuitypowersystems.com,https://enginuitypowersystems.com/government-business-division/,s
"ESPARZA PEST CONTROL AND ECO-LOGIC SYSTEMS, INC.",Industrial Products and Services,Industrial Products,47QSMS26D000F,EDINBURG,TX,956-821-2177,jerry@esparzapc.com,https://www.esparza.enterprises/,s
FIBER BOND OPERATING LLC,Industrial Products and Services,Industrial Products,47QSMS25D0081,TRAIL CREEK,IN,2198794541,eric.pearman@fiberbond.net,http://www.fiberbond.net,s
HALLPASS CAPITAL INC,Industrial Products and Services,Industrial Products,GS-07F-0413Y,COSTA MESA,CA,855-234-4533,gsa@gonled.com,http://www.gonled.com,s
HDT EXPEDITIONARY SYSTEMS INC,Industrial Products and Services,Industrial Products,GS-07F-0010T,SOLON,OH,540-479-8113,jamie.woodard@hdtglobal.com,http://www.hdtglobal.com,
LEE COLLINS AIR CONDITIONING COMPANY,Industrial Products and Services,Industrial Products,47QSMS24D008X,PHOENIX,AZ,602-663-4201,cyndi@leecollinsac.com,http://www.leecollinsac.com,s
MAINSTREAM ENGINEERING CORP,Industrial Products and Services,Industrial Products,47QSWA22D0099,ROCKLEDGE,FL,3216313550,contracting@mainstream-engr.com,https://mainstream-engr.com/,s
MECHANICAL 24 INC,Industrial Products and Services,Industrial Products,47QSMS24D009A,EAST DUNDEE,IL,847-987-9738,info@mechanical24.com,http://WWW.MECHANICAL24.COM,s
MOSEBACH MANUFACTURING CO,Industrial Products and Services,Industrial Products,GS-07F-0200Y,PITTSBURGH,PA,(412)221-5626,wrelliott@mosebachresistors.com,http://www.mosebachresistors.com,s
"MURPHY ENTERPRISES OF ALABAMA, INC.",Industrial Products and Services,Industrial Products,47QSWA19D007Q,HOOVER,AL,800-701-2513,rexmurphy773@gmail.com,http://www.airpurifiersandcleaners.com,s
NATIONAL COMPRESSOR EXCHANGE INC,Industrial Products and Services,Industrial Products,47QSMS24D005C,MASPETH,NY,(718)417-9100,jrs@nationalcompressor.com,www.nationalcompressor.com,s
NATIONAL ENERGY CONTROL CORPORATION,Industrial Products and Services,Industrial Products,47QSWA20D000V,HAVERTOWN,PA,717-405-3430,wpeachey@peakcapitalcompany.com,http://necc-controls.com,s
"POWERHOUSE INDUSTRIES, INC.",Industrial Products and Services,Industrial Products,47QSWA19D002N,EASTPORT,NY,6313255555,bill@jiffyjump.com,http://www.val6heat.com,s
"PRECISION MECHANICAL, LLP",Industrial Products and Services,Industrial Products,47QSMS24D004G,RAPID CITY,SD,605-341-7618,gsa@precisionmech.biz,http://precisionmechsd.com,s
PROFESSIONAL AIR FILTER SERVICE LLC,Industrial Products and Services,Industrial Products,47QSMS25D00CK,BENTON,AR,501-860-1435,julie@timferrell.net,http://proairfilterservice.com,s
RAM ENGINEERING SOLUTIONS CORP,Industrial Products and Services,Industrial Products,GS-07F-0590X,PARAMUS,NJ,201-703-5020,sales@ram-engineering.com,http://www.ram-engineering.com,s
SCHWAB-VOLLHABER-LUBRATT INC,Industrial Products and Services,Industrial Products,47QSMS25D0001,SAINT PAUL,MN,(612)468-2031,duaner@svl.com,www.svl.com,s
"SECURITY SOLUTIONS TECHNOLOGY, LLC",Industrial Products and Services,Industrial Products,GS-35F-387DA,MACHIPONGO,VA,3012735620,cfloyd@securitysolutionstechnology.com,http://www.securitysolutionstechnology.com,s
"SRI GROUP, LLC",Industrial Products and Services,Industrial Products,GS-35F-250GA,NEWBERRY,FL,202-351-9495,jwh@srigrpllc.com,http://www.srigrpllc.com/,s
"SURFACIDE, LLC",Industrial Products and Services,Industrial Products,47QSWA23D002C,WAUKESHA,WI,630-861-9000,gunner@surfacide.com,http://www.surfacide.com,s
UTS SYSTEMS LLC,Industrial Products and Services,Industrial Products,47QSMS25D0074,FAIRFIELD,VA,540-461-1113,renee.goodbar@uts-systems.com,http://www.uts-systems.com/,s
UV PARTNERS INC,Industrial Products and Services,Industrial Products,47QSMS25D009U,GRAND HAVEN,MI,(616)402-6972,nathan.utz@uvangel.com,www.uvangel.com,s
