Vendor,Category,SubCategory,Contract,City,State,Phone,Email,URL,Small_Business
WATER TREATMENT SERVICES INC.,Industrial Products and Services,Industrial Products,47QSWA19D0051,MONROEVILLE,PA,800-817-5116 -709,BARBARAK@WTSERVICESLLC.COM,http://WWW.WTSFIRSTDEFENSE.com,s
"WESCO DISTRIBUTION, INC.",Industrial Products and Services,Industrial Products,GS-07F-0196U,PITTSBURGH,PA,240-632-1551,sconstantine@wescodist.com,http://buy.wesco.com,
WITMER PUBLIC SAFETY GROUP INC,Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-0080T,COATESVILLE,PA,484-288-6402,GovSales@thefirestore.com,http://www.thefirestore.com/page.aspx/contentid/64,s
WORLDWIDE MEDICAL PRODUCTS INC,Industrial Products and Services,Test and Measurement Supplies,GS-07F-177GA,BRISTOL,PA,866-889-9967,gsaorders@wwmponline.com,http://www.wwmponline.com/,
4TAS LLC,Industrial Products and Services,Industrial Products,47QSMS25D005Q,RICHMOND,VA,8042481010,taddison@4tasllc.com,http://www.4tasllc.com,s
A3 SYSTEMS CORPORATION,Industrial Products and Services,Machinery and Components,47QSWA18D008X,CHESTER,VA,(804) 384-9596,gsesales@a3scorp.com,https://www.a3aerotech.com,s
"AEROGREEN SOLUTIONS, LLC",Industrial Products and Services,Cleaning Supplies,47QSMS26D002X,CLEAR BROOK,VA,(540)450-8375,bob.patel@aerogreen.us,www.aerogreen.us,s
"ALEXANDRIA PEST SERVICES, INC.",Industrial Products and Services,Industrial Products,47QSMS25D002A,ALEXANDRIA,VA,703-923-0925,arleen@alexandriapestservice.com,http://www.alexandriapestservice.com,s
ALPHA CONSTRUCTION AND ENGINEERING CORPORATION,Professional Services,Technical and Engineering Services (non-IT),47QRAA23D005W,STERLING,VA,571-346-1150,ELIZABETH.BLEVINS@ALPHACORPORATION.COM,http://WWW.ALPHACORPORATION.COM,s
AQUATOMIC PRODUCTS CO INC,Industrial Products and Services,Industrial Products,GS-07F-0164Y,FAIRFAX,VA,(703)691-1111,shudson@aquatomic.com,www.aquatomc.com,s
ASPETTO INC,Industrial Products and Services,Hardware and Tools,GS-07F-146GA,FREDERICKSBURG,VA,540-547-8487,GSA@aspettoinc.com,http://www.aspetto.com,s
"ATLANTIC DIVING SUPPLY, INC.",Industrial Products and Services,Industrial Products,47QSMA19D08Q1,VIRGINIA BEACH,VA,757-416-7505,gsa@adsinc.com,http://www.adsinc.com,s
"ATLANTIC LIFT SYSTEMS, INC.",Industrial Products and Services,Hardware and Tools,47QSHA22D000N,NORFOLK,VA,(757)466-9280,allan@atlanticliftsystems.com,www.atlanticliftsystems.com,s
"BAUER COMPRESSORS, INC.",Industrial Products and Services,Industrial Products,GS-07F-195GA,NORFOLK,VA,757-857-8743,michael.cohen@bauercomp.com,http://www.bauercomp.com,
"BEAM DISTRIBUTING, INC.",Industrial Products and Services,Hardware and Tools,GS-07F-256AA,ASHLAND,VA,804-440-6489,jackie@beamdistributing.com,http://www.beam.is,s
BLUE WATER SALES LLC,Industrial Products and Services,Hardware and Tools,47QSWA19D0026,VIRGINIA BEACH,VA,757-425-1971,rc@bluewatersales.us,https://www.bluewatersales.us/,s
"BROWN CONSTRUCTION SERVICES, INC",Professional Services,Technical and Engineering Services (non-IT),GS-00F-163CA,ANNANDALE,VA,703-599-3481,heather@bcservices-inc.com,http://www.bcservices-inc.com,s
CFE EQUIPMENT CORPORATION,Industrial Products and Services,Machinery and Components,GS-07F-0382Y,NORFOLK,VA,540-520-9176,ed.mitchell@cfeequipment.com,http://www.cfeequipment.com,s
"CHEMTREAT, INC.",Industrial Products and Services,Industrial Products,GS-07F-0139Y,GLEN ALLEN,VA,804-935-2383,tracyg@chemtreat.com,http://www.chemtreat.com,
COASTLINE LTD.,Industrial Products and Services,Industrial Products,GS-07F-0225Y,ALEXANDRIA,VA,703-461-0200,david.anderson@coastlineltd.com,http://www.coastlineltd.com,s
"CONSOLIDATED CONSTRUCTION SERVICES, INC",Professional Services,Environmental Services,47QRAA22D007X,ROANOKE,VA,(540)725-3900,tam@ccsroa.com,www.ccsroa.com,s
CONSURGO GROUP INC,Industrial Products and Services,Cleaning Supplies,47QSMS25D008L,VIRGINIA BEACH,VA,757-650-5956,jake@consurgogroup.com,https://consurgogroup.com/,s
CORE ENGINEERED SOLUTIONS INC,Industrial Products and Services,Fuel Management,GS-07F-011GA,HERNDON,VA,(703)563-0325,fevans@core-es.com,http://www.core-es.com,s
"DEFENSE VENTURE HOLDINGS, LLC",Industrial Products and Services,Industrial Products,47QSWA23D002P,VIRGINIA BEACH,VA,757-499-2021,kdimichele@defenseventureholdings.com,http://www.defenseventureholdings.com,s
"ENGINUITY POWER SYSTEMS, INC.",Industrial Products and Services,Industrial Products,47QSMS26D0016,ALEXANDRIA,VA,317-292-8492,kelly@enginuitypowersystems.com,https://enginuitypowersystems.com/government-business-division/,s
"F-CONCEPTS, INC.",Industrial Products and Services,Industrial Products,GS-35F-259DA,VIENNA,VA,301-886-8380,cchong@f-concepts.com,http://www.f-concepts.com,s
"GLOBAL ENTERPRISE, INC",Industrial Products and Services,Hardware and Tools,GS-30F-040BA,APPOMATTOX,VA,703-624-1206,gsasupport@fedharmony.com,http://www.fedharmony.com,s
"GMS INDUSTRIAL SUPPLY, INC.",Facilities,Food Service Equipment,GS-07F-0369V,VIRGINIA BEACH,VA,7574731467,sales@gmsindustrialsupply.com,http://www.gmsindustrialsupply.com,s
GOVERNMENT SCIENTIFIC SOURCE INC,Industrial Products and Services,Test and Measurement Supplies,47QSMS25D00A9,RESTON,VA,703-734-1805,contracts2@govsci.com,https://www.govsci.com/,s
INTEGRATED COMPOSITE CONSTRUCTION SYSTEMS LLC,Miscellaneous,Complementary Special Item Numbers (SINs),47QSMA23D08NM,MANASSAS,VA,5402474666,info@fedpromgmt.com,http://cor-tuf.com,s
IVES CONTRACTING LLC,Industrial Products and Services,Industrial Products,47QSMS25D00CF,VIRGINIA BEACH,VA,757-266-5946,ADMIN@IVESCONTRACTING.COM,http://WWW.IVESCONTRACTING.COM,s
J & L HERMES SUPPLY LLC,Industrial Products and Services,Industrial Products,47QSWA20D008M,VIRGINIA BEACH,VA,757-622-0355,JJIRON@BIRSCH.COM,http://www.birsch.com,s
"K.R. CAMPBELL, INC.",Industrial Products and Services,Hardware and Tools,47QSHA22D0018,CHESAPEAKE,VA,757-638-3333,ACCOUNT@HOTNCOLDPS.COM,http://www.hotandcold.net/,s
"KAESER COMPRESSORS, INC.",Industrial Products and Services,Industrial Products,GS-07F-0764X,FREDERICKSBURG,VA,540-898-5500,stephanie.burkhart@kaeser.com,http://us.kaeser.com,
KATILYST COMPANY LLC,Industrial Products and Services,Hardware and Tools,47QRAA23D0009,HENRICO,VA,757-288-0102,khulse@katilystcompany.com,http://www.katilystcompany.com,s
LASAR CHEMICALS LLC,Industrial Products and Services,Industrial Products,GS-07F-008DA,VIRGINIA BEACH,VA,757-623-0331,stephanie@lasarchemicals.com,http://www.lasarchemicals.com,s
"LIVEWIRE BATTERY SUPPLY, INC",Industrial Products and Services,Industrial Products,GS-07F-0180X,NEWPORT NEWS,VA,757-570-5076,andrew.dunn@batteriesplus.com,http://www.batteriesplus.com,s
"LOGIS-TECH, LLC",Industrial Products and Services,Industrial Products,GS-10F-0084T,MANASSAS,VA,703-393-0122,jbounds@logis-tech.com,http://www.logis-tech.com,s
"M. C. DEAN, INC.",Industrial Products and Services,Industrial Products,47QSWA19D002W,TYSONS,VA,703-243-6231,MCDEAN.GSA.MAS@mcdean.com,http://www.mcdean.com,
MALPASS CONSTRUCTION CO INC,Industrial Products and Services,Industrial Products,47QSMS25D005G,CHESAPEAKE,VA,757-543-3541,Don@malpass.com,https://www.malpass.com,s
MCKESSON MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,Industrial Products and Services,Cleaning Supplies,47QSWA23D003Z,HENRICO,VA,(804) 653-1147,Ashley.Guerieri@McKesson.com,http://mms.mckesson.com/fss,
"MJL ENTERPRISES, LLC",Industrial Products and Services,Hardware and Tools,47QSEA19D009B,VIRGINIA BEACH,VA,7579638740,hohayon@mjl-enterprises.com,http://www.mjl-enterprises.com,s
NATIONAL INDUSTRIES FOR THE BLIND,Industrial Products and Services,Industrial Products,GS-07F-023BA,ALEXANDRIA,VA,703-310-0523,customercare@abilityone.com,http://www.nib.org,
"PARAMOUNT INDUSTRIAL COMPANIES, INC.",Furniture & Furnishings,"Household, Dormitory & Quarters Furniture",GS-27F-0014T,NORFOLK,VA,757-855-3321,rdiamonstein@paramountsleep.com,http://www.paramountsleep.com,s
"PD POWER SYSTEMS, LLC",Industrial Products and Services,Industrial Products,47QSMS25D004Z,SPRINGFIELD,VA,5715516467,jmailey@pdpowersystems.com,http://www.pdpowersystems.com,s
"RAYCO SUPPLY, INC.",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-07F-074BA,VIRGINIA BEACH,VA,(757)431-0698,rayco@raycosupply.com,http://www.raycosupply.com,s
REGULUS GLOBAL LLC,Industrial Products and Services,Cleaning Supplies,47QSWA21D007S,VIRGINIA BEACH,VA,757-235-1831,btefft@regulusglobal.com,http://regulusglobal.com,s
"SECURITY SOLUTIONS TECHNOLOGY, LLC",Industrial Products and Services,Industrial Products,GS-35F-387DA,MACHIPONGO,VA,3012735620,cfloyd@securitysolutionstechnology.com,http://www.securitysolutionstechnology.com,s
"SEVA TECHNICAL SERVICES, INC.",Industrial Products and Services,Fire/Rescue/Safety/Environmental Protection Equipment,GS-21F-089BA,NEWPORT NEWS,VA,757-930-0065,brent.welcher@sevatechnical.com,https://www.sevatechnical.com/,s
"SKDCJ, INC.",Industrial Products and Services,Industrial Products,47QSMS26D0002,NORFOLK,VA,757-855-6091,customerservice@cavalierva.com,http://www.cavalierva.com,s
STEELCLOUD LLC,Information Technology,IT Software,GS-35F-270DA,ASHBURN,VA,703-674-5531,skanaan@steelcloud.com,http://www.steelcloud.com,s
STEELGATE LLC,Information Technology,IT Services,47QTCA24D00FE,STERLING,VA,7038870867,john.curran@steelgatellc.com,HTTPS://STEELGATELLC.COM,s
"STEELMASTER BUILDING, LLC",Facilities,Structures,GS-07F-0458T,VIRGINIA BEACH,VA,7574226800,karen@steelmasterusa.com,http://www.steelmasterusa.com,s
STROHMAN ENTERPRISE INC,Industrial Products and Services,Hardware and Tools,47QSWA20D006G,MECHANICSVILLE,VA,8044773578,joe@strohman.com,http://strohmanenterprise.com,s
THE OFFICE GROUP INC,Industrial Products and Services,Industrial Products,47QSEA20D004W,POQUOSON,VA,757-868-0914,gwojo@theofficestore.com,http://WWW.THEOFFICESTORE.COM,s
"TOTEMIC BUSINESS SOLUTIONS, LLC",Industrial Products and Services,Industrial Products,GS-07F-192GA,MONTPELIER,VA,804-334-7873,tgilardi@totemicsolutions.com,http://www.totemicsolutionsllc.com,s
"TRADEMASTERS SERVICE, INC.",Industrial Products and Services,Industrial Products,47QSHA23D000Y,LORTON,VA,7036446400,ktownsend@trademasters.com,http://www.gov.trademasters.com,s
TSA CLEAN LLC,Industrial Products and Services,Cleaning Supplies,47QRAA21D003N,VIRGINIA BEACH,VA,262-385-8506,info@oncallbio.com,http://www.oncallbiosouthcarolina.com,s
UTS SYSTEMS LLC,Industrial Products and Services,Industrial Products,47QSMS25D0074,FAIRFIELD,VA,540-461-1113,renee.goodbar@uts-systems.com,http://www.uts-systems.com/,s
VICTOR FORWARD LLC,Industrial Products and Services,Cleaning Supplies,GS-07F-0120V,VIRGINIA BEACH,VA,800-958-1601,sales@victorforward.com,http://www.victorforward.com,s
"VIRGINIA ENERGY AND LIGHTING, LLC",Industrial Products and Services,Industrial Products,47QSMS25D004U,CHESTERFIELD,VA,804-768-1304,Brandon@vaenergylighting.com,http://www.vaenergylighting.com,s
